account_id,churn_flag,churn_probability,risk_level,plan_tier,industry,mrr_amount,arr_amount,billing_frequency,expected_mrr_at_risk,expected_arr_at_risk
A-bcf664,False,0.493895013381623,Medium,Pro,DevTools,2303,27636,annual,1137.4402158178777,13649.282589814533
A-90a8c8,False,0.3673001015229397,Medium,Pro,FinTech,2985,35820,monthly,1096.390803045975,13156.689636551699
A-86cdb4,False,0.7442357876429259,High,Basic,DevTools,323,3876,monthly,240.38815940866505,2884.6579129039806
A-4bfa33,False,0.7232083228188961,High,Basic,Cybersecurity,0,0,annual,0.0,0.0
A-dbc825,False,0.3868433745935525,Medium,Enterprise,EdTech,361,4332,annual,139.65045822827244,1675.8054987392695
A-c70870,False,0.5662179048828078,Medium,Basic,Cybersecurity,4606,55272,annual,2607.9996698902128,31295.99603868255
A-7c4956,True,0.5516129744667913,Medium,Enterprise,DevTools,513,6156,annual,282.9774559014639,3395.729470817567
A-0651a4,False,0.6288646618569458,Medium,Pro,HealthTech,12935,155220,annual,8134.364401119594,97612.37281343513
A-3ce5b8,True,0.4227392936673591,Medium,Basic,FinTech,0,0,annual,0.0,0.0
A-bd4708,False,0.6162970580183472,Medium,Pro,FinTech,7363,88356,monthly,4537.795238189091,54453.54285826909
A-993085,False,0.2036919223295583,Low,Basic,HealthTech,8358,100296,monthly,1702.4570868304481,20429.485041965378
A-92a3af,False,0.2324659220364608,Low,Enterprise,Cybersecurity,1225,14700,monthly,284.77075449466446,3417.2490539359737
A-151c9a,False,0.5784951416172304,Medium,Enterprise,FinTech,2548,30576,monthly,1474.005620840703,17688.067450088434
A-474ad4,False,0.3461576960077506,Medium,Basic,EdTech,4776,57312,annual,1653.2491561330169,19838.9898735962
A-4ef964,False,0.5403668307716889,Medium,Pro,HealthTech,1372,16464,monthly,741.3832918187571,8896.599501825087
A-fd9422,False,0.5354080829374257,Medium,Pro,Cybersecurity,2842,34104,annual,1521.6297717081638,18259.557260497964
A-0baac2,True,0.2853221897348545,Low,Enterprise,FinTech,2786,33432,monthly,794.9076206013046,9538.891447215656
A-bb1486,False,0.406016422684959,Medium,Basic,HealthTech,3283,39396,annual,1332.9519156747206,15995.422988096645
A-560d27,False,0.2651725099687093,Low,Pro,DevTools,0,0,annual,0.0,0.0
A-0b0d6d,False,0.1203212530277217,Low,Pro,DevTools,1029,12348,annual,123.81056936552564,1485.7268323863075
A-2789e3,False,0.4426691102626509,Medium,Enterprise,FinTech,0,0,monthly,0.0,0.0
A-b07346,True,0.4654797612651018,Medium,Pro,HealthTech,0,0,annual,0.0,0.0
A-902ef7,True,0.4127785005429144,Medium,Enterprise,HealthTech,1577,18924,annual,650.951695356176,7811.420344274112
A-20736a,False,0.154740453492113,Low,Enterprise,EdTech,9950,119400,annual,1539.6675122465242,18476.01014695829
A-e4bf56,True,0.6746725453091122,Medium,Pro,HealthTech,4378,52536,monthly,2953.7164033632935,35444.59684035952
A-cea1f0,True,0.6871362017639342,Medium,Pro,FinTech,1592,19104,annual,1093.9208332081832,13127.049998498198
A-ef84cf,False,0.4726603805143506,Medium,Enterprise,EdTech,152,1824,monthly,71.84437783818129,862.1325340581756
A-d49cc5,False,0.2366663154903057,Low,Basic,Cybersecurity,950,11400,monthly,224.8329997157904,2697.995996589485
A-67be94,False,0.2333335486568999,Low,Enterprise,EdTech,1274,15288,monthly,297.2669409888905,3567.2032918666855
A-4e960a,True,0.6061357669807363,Medium,Enterprise,FinTech,228,2736,monthly,138.1989548716079,1658.3874584592947
A-c37cab,False,0.590756107741062,Medium,Pro,Cybersecurity,437,5244,annual,258.1604190828441,3097.925028994129
A-533452,False,0.4147933949474355,Medium,Pro,DevTools,988,11856,annual,409.81587420806625,4917.790490496795
A-443b7c,True,0.6609814300802578,Medium,Enterprise,Cybersecurity,152,1824,annual,100.46917737219918,1205.6301284663903
A-1f7acb,False,0.3000019301056576,Medium,Basic,FinTech,12736,152832,annual,3820.8245818256555,45849.89498190786
A-f51f16,False,0.2638033646462916,Low,Enterprise,HealthTech,38,456,annual,10.024527856559082,120.29433427870897
A-5a3eb9,False,0.4945144927776913,Medium,Enterprise,DevTools,882,10584,annual,436.1617826299237,5233.941391559085
A-5f2961,False,0.3968286332770794,Medium,Basic,HealthTech,304,3648,annual,120.63590451623213,1447.6308541947856
A-417d2f,False,0.3328799022696011,Medium,Pro,Cybersecurity,1617,19404,monthly,538.266801969945,6459.20162363934
A-e98302,False,0.3735723851581407,Medium,Enterprise,EdTech,2842,34104,annual,1061.6927186194357,12740.31262343323
A-8bde0c,False,0.5681167562918263,Medium,Basic,DevTools,2388,28656,monthly,1356.6628140248813,16279.953768298576
A-bcf87c,True,0.6297472864381738,Medium,Pro,FinTech,3383,40596,monthly,2130.4350700203418,25565.220840244103
A-54ecc2,False,0.1103800853639807,Low,Enterprise,Cybersecurity,5572,66864,monthly,615.0378356481004,7380.454027777205
A-625d0b,False,0.3205428746131383,Medium,Basic,EdTech,1791,21492,annual,574.0922884321307,6889.107461185568
A-fce879,True,0.3408988985417773,Medium,Pro,EdTech,399,4788,annual,136.01866051816913,1632.2239262180296
A-b07b56,True,0.7920385518561157,High,Pro,DevTools,0,0,annual,0.0,0.0
A-6da850,False,0.1477944521839105,Low,Pro,FinTech,114,1368,annual,16.848567548965796,202.18281058758956
A-342303,False,0.4186426800876738,Medium,Pro,EdTech,0,0,annual,0.0,0.0
A-e7a1e2,False,0.6174610670369826,Medium,Enterprise,Cybersecurity,8756,105072,annual,5406.489102975819,64877.86923570983
A-f1f639,False,0.1411701778539755,Low,Basic,EdTech,1791,21492,monthly,252.83578853647015,3034.0294624376415
A-a865bd,False,0.2575694862215033,Low,Pro,Cybersecurity,2744,32928,monthly,706.770670191805,8481.24804230166
A-4e631b,False,0.4449888474684311,Medium,Enterprise,FinTech,418,5016,annual,186.0053382418042,2232.0640589016502
A-7f6b86,True,0.6756451715592013,Medium,Basic,HealthTech,855,10260,annual,577.6766216831171,6932.119460197406
A-8adedc,True,0.5011001348116801,Medium,Basic,EdTech,3332,39984,annual,1669.6656491925182,20035.98779031022
A-2edab2,False,0.4950488644891395,Medium,Enterprise,HealthTech,833,9996,monthly,412.3757041194532,4948.508449433439
A-149a69,False,0.4055351877740026,Medium,Basic,DevTools,646,7752,monthly,261.97573130200567,3143.708775624068
A-a6d261,False,0.3403517402519169,Medium,Pro,FinTech,247,2964,annual,84.06687984222347,1008.8025581066817
A-443f6f,False,0.4971736598161148,Medium,Basic,Cybersecurity,931,11172,monthly,462.86867728880287,5554.424127465634
A-202b67,False,0.3378253852246706,Medium,Pro,HealthTech,5771,69252,monthly,1949.590298131574,23395.083577578887
A-00bed1,False,0.4196494791419874,Medium,Basic,Cybersecurity,5572,66864,annual,2338.286897779154,28059.442773349845
A-ffc04f,False,0.2420837574957258,Low,Pro,EdTech,247,2964,monthly,59.79468810144427,717.5362572173312
A-65c341,False,0.3131744387182794,Medium,Pro,FinTech,1911,22932,monthly,598.4763523906319,7181.716228687583
A-dcc2f0,False,0.4834867257318748,Medium,Basic,FinTech,608,7296,annual,293.9599292449799,3527.5191509397587
A-ced9aa,False,0.6410429477924943,Medium,Enterprise,DevTools,147,1764,annual,94.23331332549665,1130.79975990596
A-3d957b,False,0.185734212872888,Low,Pro,HealthTech,2786,33432,annual,517.455517063866,6209.4662047663915
A-89ee83,True,0.4623598316379102,Medium,Pro,Cybersecurity,3582,42984,monthly,1656.1729169269945,19874.075003123933
A-883b7d,False,0.4761461906492935,Medium,Basic,Cybersecurity,9950,119400,annual,4737.65459696047,56851.855163525644
A-dcc3f1,False,0.6020483810220844,Medium,Pro,HealthTech,399,4788,annual,240.21730402781165,2882.6076483337397
A-c62e55,False,0.3955889586032144,Medium,Basic,EdTech,686,8232,annual,271.3740256018051,3256.488307221661
A-e4144b,False,0.5667752903426756,Medium,Pro,EdTech,8159,97908,annual,4624.3195939058905,55491.83512687068
A-e40f45,False,0.4456886525825867,Medium,Pro,HealthTech,399,4788,monthly,177.8297723804521,2133.9572685654252
A-96215d,False,0.6032775568903692,Medium,Enterprise,FinTech,490,5880,annual,295.6060028762809,3547.272034515371
A-2b9d3e,False,0.1918599918246542,Low,Enterprise,EdTech,398,4776,monthly,76.36027674621238,916.3233209545485
A-b7724f,False,0.8370463196292433,High,Basic,HealthTech,551,6612,monthly,461.21252211571306,5534.550265388556
A-310452,False,0.7877316540456811,High,Enterprise,DevTools,441,5292,annual,347.38965943414536,4168.675913209745
A-eb1312,False,0.4141914685999211,Medium,Pro,FinTech,475,5700,annual,196.74094758496253,2360.89137101955
A-df1e44,False,0.2331095043770127,Low,Enterprise,Cybersecurity,588,7056,monthly,137.06838857368348,1644.8206628842015
A-6a7c9d,True,0.4860870638788193,Medium,Enterprise,Cybersecurity,1274,15288,annual,619.2749193816157,7431.299032579389
A-cbd1a3,True,0.7612558698094443,High,Basic,DevTools,380,4560,annual,289.2772305275888,3471.3267663310658
A-a8d89d,False,0.3506553123323484,Medium,Pro,EdTech,323,3876,annual,113.26166588334854,1359.1399906001825
A-600734,True,0.5134337961197082,Medium,Pro,DevTools,1764,21168,monthly,905.6972163551652,10868.366596261983
A-86fc1d,False,0.5640236492419591,Medium,Basic,DevTools,0,0,monthly,0.0,0.0
A-78f02b,False,0.5159961635713622,Medium,Enterprise,HealthTech,539,6468,annual,278.1219321649642,3337.463185979571
A-acb7f7,False,0.4985833683833418,Medium,Basic,EdTech,608,7296,annual,303.1386879770718,3637.6642557248615
A-712f1c,True,0.6430246709167105,Medium,Basic,DevTools,833,9996,annual,535.6395508736198,6427.674610483437
A-3793ee,False,0.2253081962198601,Low,Enterprise,Cybersecurity,9751,117012,monthly,2196.9802213398557,26363.76265607827
A-9a532a,False,0.2407533712004781,Low,Enterprise,HealthTech,2189,26268,monthly,527.0091295578466,6324.109554694159
A-2ebb4b,False,0.3139105126530585,Medium,Basic,HealthTech,2009,24108,monthly,630.6462199199946,7567.754639039935
A-6843f2,False,0.5554943412994079,Medium,Enterprise,HealthTech,1127,13524,annual,626.0421226444327,7512.505471733192
A-c9bb3e,False,0.2540984562817858,Low,Pro,EdTech,190,2280,monthly,48.2787066935393,579.3444803224716
A-4814a3,True,0.4882468080529038,Medium,Basic,Cybersecurity,4263,51156,monthly,2081.396142729529,24976.753712754347
A-b7b7b7,True,0.6380240988742555,Medium,Basic,FinTech,1176,14112,annual,750.3163402761245,9003.796083313493
A-ccc747,True,0.6424065482321081,Medium,Pro,HealthTech,304,3648,annual,195.29159066256085,2343.4990879507304
A-bb3bd4,False,0.5134310514651265,Medium,Basic,HealthTech,437,5244,annual,224.36936949026025,2692.4324338831234
A-09316c,False,0.4235703837545422,Medium,Enterprise,FinTech,13930,167160,annual,5900.335445700773,70804.02534840927
A-96bbc6,False,0.539333310670646,Medium,Enterprise,Cybersecurity,741,8892,monthly,399.6459832069487,4795.751798483385
A-bc4d48,False,0.4559619290790069,Medium,Pro,EdTech,665,7980,annual,303.2146828375396,3638.576194050475
A-b30291,True,0.7788620813894452,High,Basic,HealthTech,245,2940,annual,190.8212099404141,2289.854519284969
A-cdf020,False,0.2301484848811169,Low,Pro,DevTools,2156,25872,monthly,496.200133403688,5954.401600844256
A-e6afc1,False,0.316586230854428,Medium,Pro,DevTools,0,0,monthly,0.0,0.0
A-e3bd71,False,0.4011978330014295,Medium,Basic,Cybersecurity,1519,18228,annual,609.4195083291714,7313.034099950058
A-b179bf,False,0.5317505983293338,Medium,Basic,Cybersecurity,0,0,annual,0.0,0.0
A-098560,True,0.5390655312807512,Medium,Enterprise,DevTools,796,9552,monthly,429.0961628994779,5149.1539547937355
A-82861f,False,0.2970799687661877,Low,Basic,DevTools,8159,97908,annual,2423.8754651633253,29086.505581959904
A-94c3cd,False,0.2370801317453109,Low,Enterprise,FinTech,6368,76416,monthly,1509.7262789541398,18116.715347449677
A-a33200,False,0.4930558399638362,Medium,Basic,HealthTech,551,6612,monthly,271.67376782007375,3260.085213840885
A-034368,False,0.3407994397187597,Medium,Enterprise,EdTech,4577,54924,monthly,1559.8390355927631,18718.068427113158
A-b54c01,False,0.4967331356072024,Medium,Enterprise,DevTools,551,6612,annual,273.69995771956854,3284.3994926348223
A-d82ef9,True,0.5767211514126779,Medium,Basic,EdTech,494,5928,monthly,284.9002487978629,3418.8029855743544
A-bb2f49,False,0.2415974689911775,Low,Pro,Cybersecurity,1372,16464,monthly,331.4717274558955,3977.6607294707464
A-1f559b,True,0.3019034650409653,Medium,Enterprise,HealthTech,190,2280,annual,57.36165835778341,688.3399002934009
A-5a215a,False,0.1703725105461596,Low,Enterprise,EdTech,4263,51156,annual,726.2980124582783,8715.57614949934
A-3f9cc0,False,0.6070935494679996,Medium,Basic,HealthTech,5970,71640,monthly,3624.348490323958,43492.1818838875
A-f9cc74,False,0.713951760517561,High,Enterprise,DevTools,0,0,monthly,0.0,0.0
A-ed510f,False,0.3134142731609151,Medium,Basic,Cybersecurity,2058,24696,monthly,645.0065741651632,7740.078889981959
A-5c9849,False,0.3838836000908673,Medium,Basic,EdTech,931,11172,monthly,357.39563168459745,4288.747580215169
A-a7bd4b,False,0.2715970135749491,Low,Enterprise,Cybersecurity,342,4104,monthly,92.88617864263259,1114.6341437115912
A-d4ac0e,False,0.461145722435679,Medium,Basic,DevTools,882,10584,monthly,406.73052718826887,4880.766326259226
A-ffdfd5,True,0.5839138274436809,Medium,Basic,EdTech,147,1764,monthly,85.83533263422109,1030.0239916106532
A-0dbdc6,True,0.7131571584806478,High,Pro,Cybersecurity,2303,27636,annual,1642.4009359809318,19708.811231771182
A-7cfe77,False,0.6072112763886021,Medium,Pro,DevTools,1311,15732,annual,796.0539833454573,9552.647800145487
A-1f0636,False,0.2540940278787674,Low,Pro,EdTech,20895,250740,annual,5309.294712526845,63711.53655032213
A-40de06,True,0.4588622714669273,Medium,Enterprise,Cybersecurity,532,6384,annual,244.11472842040533,2929.376741044864
A-cb5333,False,0.6103345651317483,Medium,Pro,DevTools,1617,19404,monthly,986.910991818037,11842.931901816444
A-309e54,False,0.7740260421938238,High,Pro,DevTools,285,3420,annual,220.59742202523978,2647.1690643028774
A-6e7827,False,0.7200149829425021,High,Basic,DevTools,833,9996,annual,599.7724807911043,7197.269769493251
A-50bb9f,False,0.3520519364072168,Medium,Pro,Cybersecurity,2646,31752,annual,931.5294237334957,11178.353084801949
A-5fe118,False,0.535969891519457,Medium,Enterprise,Cybersecurity,0,0,monthly,0.0,0.0
A-5247b3,False,0.3237892530902929,Medium,Pro,FinTech,1406,16872,annual,455.2476898449518,5462.972278139421
A-f44180,False,0.320382595038653,Medium,Pro,Cybersecurity,0,0,annual,0.0,0.0
A-c16cf7,False,0.6920104506960875,Medium,Pro,EdTech,665,7980,annual,460.1869497128982,5522.243396554778
A-d42431,False,0.4145457204304097,Medium,Enterprise,FinTech,4378,52536,annual,1814.8811640443337,21778.573968532004
A-6965e1,False,0.7207977297396282,High,Basic,DevTools,247,2964,monthly,178.03703924568816,2136.4444709482577
A-0354fe,False,0.6075464556805543,Medium,Basic,Cybersecurity,0,0,annual,0.0,0.0
A-0a62f5,False,0.2885251614337963,Low,Pro,FinTech,475,5700,monthly,137.04945168105326,1644.5934201726388
A-f5641b,False,0.3853401999054908,Medium,Pro,EdTech,8955,107460,monthly,3450.72149015367,41408.65788184404
A-b44e3e,False,0.2812839264612924,Low,Basic,Cybersecurity,7960,95520,annual,2239.0200546318874,26868.240655582653
A-3b37d9,False,0.5692587970217157,Medium,Enterprise,FinTech,4577,54924,annual,2605.4975139683925,31265.97016762071
A-54d94a,False,0.5696856636313838,Medium,Basic,Cybersecurity,513,6156,annual,292.2487454428999,3506.984945314799
A-7f29a7,False,0.4361513638688804,Medium,Basic,Cybersecurity,779,9348,monthly,339.76191245385786,4077.142949446294
A-089363,False,0.2796664513647312,Low,Basic,FinTech,0,0,annual,0.0,0.0
A-524364,False,0.3131499655211971,Medium,Enterprise,DevTools,0,0,annual,0.0,0.0
A-855a48,False,0.2001401621314604,Low,Pro,EdTech,11940,143280,annual,2389.673535849637,28676.08243019565
A-756192,False,0.2439043315796899,Low,Basic,FinTech,1862,22344,annual,454.1498654013826,5449.798384816591
A-49b828,False,0.2408262809565458,Low,Pro,FinTech,3980,47760,annual,958.4885982070523,11501.863178484627
A-c7ffc2,False,0.5956607974117998,Medium,Pro,Cybersecurity,931,11172,monthly,554.5602023903856,6654.722428684627
A-751c58,False,0.677592030030563,Medium,Basic,FinTech,1349,16188,annual,914.0716485112295,10968.859782134754
A-72799b,True,0.8072872315260086,High,Enterprise,DevTools,2989,35868,annual,2412.9815350312397,28955.778420374874
A-812c5b,True,0.7217323420890435,High,Basic,DevTools,2695,32340,monthly,1945.0686619299722,23340.823943159667
A-69b156,True,0.2793710449633881,Low,Pro,EdTech,152,1824,monthly,42.464398834434995,509.5727860132199
A-075038,False,0.4535356795120817,Medium,Basic,HealthTech,798,9576,monthly,361.92147225064116,4343.057667007694
A-940b8b,False,0.2201525633311286,Low,Basic,HealthTech,0,0,annual,0.0,0.0
A-2d1036,True,0.6010495401309208,Medium,Pro,FinTech,3381,40572,monthly,2032.1484951826433,24385.78194219172
A-0f6450,True,0.618138788880302,Medium,Pro,FinTech,5572,66864,monthly,3444.269331641043,41331.231979692515
A-9affe6,False,0.2149436504613749,Low,Pro,Cybersecurity,1127,13524,monthly,242.24149406996952,2906.897928839634
A-80eeb6,False,0.1921372127591005,Low,Enterprise,Cybersecurity,4378,52536,annual,841.1767174593421,10094.120609512103
A-d4e0d4,False,0.4647999398028244,Medium,Basic,FinTech,23283,279396,annual,10821.93699842916,129863.24398114994
A-c7e58b,False,0.262265894713897,Low,Pro,HealthTech,0,0,monthly,0.0,0.0
A-016043,False,0.4460237248197314,Medium,Basic,EdTech,494,5928,monthly,220.33572006094732,2644.028640731368
A-bbe56f,False,0.1696697789784531,Low,Enterprise,HealthTech,418,5016,annual,70.92196761299338,851.0636113559207
A-7c5768,False,0.3226643048519167,Medium,Enterprise,HealthTech,0,0,monthly,0.0,0.0
A-751bd4,False,0.5943393974374314,Medium,Pro,Cybersecurity,0,0,annual,0.0,0.0
A-4e0e85,False,0.3688304783499241,Medium,Enterprise,DevTools,0,0,annual,0.0,0.0
A-ad3abd,False,0.5376812039911985,Medium,Pro,FinTech,2156,25872,monthly,1159.2406758050238,13910.888109660287
A-e19ff6,False,0.2081388609308031,Low,Enterprise,Cybersecurity,1274,15288,monthly,265.1689088258432,3182.026905910118
A-7920cc,False,0.3394882064212484,Medium,Pro,Cybersecurity,13731,164772,annual,4661.5125623701615,55938.15074844194
A-5a92e7,False,0.2921723721470227,Low,Pro,HealthTech,0,0,monthly,0.0,0.0
A-fdfc91,False,0.1077089816427838,Low,Basic,Cybersecurity,2109,25308,monthly,227.15824228463103,2725.8989074155725
A-1e50e0,True,0.4417507406898508,Medium,Pro,Cybersecurity,3781,45372,annual,1670.259550548326,20043.11460657991
A-1e1b80,False,0.2067004089286319,Low,Enterprise,FinTech,950,11400,annual,196.3653884822003,2356.3846617864037
A-659280,True,0.6022732637475611,Medium,Enterprise,FinTech,0,0,annual,0.0,0.0
A-f6b2fb,False,0.4976900937233482,Medium,Basic,DevTools,437,5244,monthly,217.49057095710316,2609.886851485238
A-cb6cc6,False,0.774301012883644,High,Basic,DevTools,1225,14700,monthly,948.5187407824639,11382.224889389567
A-d62e02,False,0.4012740515752418,Medium,Pro,Cybersecurity,1194,14328,monthly,479.12121758083873,5749.454610970065
A-d535f6,True,0.6135602742116198,Medium,Basic,DevTools,0,0,monthly,0.0,0.0
A-39868b,False,0.3879062660926721,Medium,Pro,FinTech,0,0,annual,0.0,0.0
A-3cc791,False,0.2022246963682653,Low,Enterprise,EdTech,1764,21168,monthly,356.72436439361996,4280.69237272344
A-337bc1,False,0.1844183899698248,Low,Pro,Cybersecurity,0,0,annual,0.0,0.0
A-58b9ff,False,0.5487976654737026,Medium,Enterprise,DevTools,1617,19404,monthly,887.405825070977,10648.869900851725
A-bf7919,False,0.4648969018432109,Medium,Pro,HealthTech,0,0,annual,0.0,0.0
A-1d5444,True,0.5159515298781653,Medium,Basic,Cybersecurity,0,0,annual,0.0,0.0
A-0f3e88,True,0.9056877183627547,High,Basic,HealthTech,343,4116,monthly,310.65088739842486,3727.8106487810987
A-7641d3,True,0.5840057171409786,Medium,Pro,EdTech,190,2280,annual,110.96108625678593,1331.5330350814313
A-cd458b,False,0.7883532104942629,High,Basic,DevTools,1990,23880,monthly,1568.8228888835831,18825.874666603
A-c16b88,False,0.4076141464052931,Medium,Enterprise,HealthTech,4577,54924,annual,1865.6499480970265,22387.799377164316
A-59f724,False,0.4591092877507169,Medium,Enterprise,HealthTech,342,4104,monthly,157.01537641074518,1884.1845169289422
A-87aa7b,False,0.4148643481290827,Medium,Pro,HealthTech,2499,29988,monthly,1036.7460059745777,12440.952071694932
A-1e6fc3,False,0.1698097602219711,Low,Pro,EdTech,199,2388,annual,33.79214228417225,405.50570741006703
A-39ddf4,False,0.3513742779126556,Medium,Enterprise,EdTech,7960,95520,monthly,2796.9392521847385,33563.27102621686
A-34ea2f,True,0.7336776419112648,High,Enterprise,HealthTech,3184,38208,annual,2336.029611845467,28032.355342145605
A-716841,False,0.438583900438565,Medium,Pro,FinTech,8955,107460,monthly,3927.5188284273495,47130.22594112819
A-558c72,False,0.1975683634851771,Low,Basic,FinTech,735,8820,annual,145.21274716160517,1742.5529659392619
A-b11cd0,True,0.3253601210197701,Medium,Pro,DevTools,1274,15288,annual,414.5087941791871,4974.105530150245
A-cc1d8d,False,0.4917567269849001,Medium,Pro,FinTech,1194,14328,annual,587.1575320199707,7045.8903842396485
A-7f4db3,False,0.4305497690756331,Medium,Pro,FinTech,4776,57312,annual,2056.3056971052238,24675.66836526268
A-db5e9e,False,0.7662147317719518,High,Basic,DevTools,588,7056,annual,450.5342622819076,5406.411147382892
A-cc102e,False,0.2175626570472078,Low,Enterprise,HealthTech,247,2964,annual,53.73797629066033,644.8557154879239
A-82d8a6,False,0.4470667201751419,Medium,Basic,Cybersecurity,245,2940,annual,109.53134644290976,1314.376157314917
A-dec005,False,0.4042055816177015,Medium,Pro,HealthTech,10746,128952,annual,4343.59318006382,52123.118160765844
A-5790f4,False,0.55712384987205,Medium,Pro,FinTech,627,7524,monthly,349.31665386977534,4191.799846437304
A-7c83a1,False,0.4601228137039884,Medium,Pro,Cybersecurity,1176,14112,monthly,541.1044289158904,6493.253146990684
A-297a2d,False,0.0723102441763589,Low,Pro,HealthTech,5373,64476,annual,388.52294195957637,4662.275303514916
A-4c56c9,True,0.6073449120145933,Medium,Enterprise,FinTech,342,4104,annual,207.7119599089909,2492.5435189078908
A-cbbe12,False,0.1437416687388744,Low,Enterprise,Cybersecurity,7960,95520,monthly,1144.1836831614403,13730.204197937283
A-4a267b,False,0.3953038191599642,Medium,Pro,FinTech,0,0,annual,0.0,0.0
A-bcbe98,False,0.4620831281387303,Medium,Enterprise,Cybersecurity,874,10488,monthly,403.8606539932503,4846.327847919004
A-427b69,False,0.6766484473453434,Medium,Basic,FinTech,323,3876,monthly,218.55744849254592,2622.6893819105508
A-0be015,False,0.4965536834519375,Medium,Pro,FinTech,0,0,monthly,0.0,0.0
A-054577,False,0.2792250631664389,Low,Basic,EdTech,392,4704,monthly,109.45622476124406,1313.4746971349286
A-bc87bc,False,0.7204516726861689,High,Pro,FinTech,152,1824,monthly,109.50865424829767,1314.1038509795721
A-0f7d77,False,0.5039064115466707,Medium,Pro,FinTech,133,1596,annual,67.01955273570721,804.2346328284865
A-e7beab,False,0.0793704921563537,Low,Enterprise,EdTech,245,2940,monthly,19.445770578306654,233.34924693967986
A-a09355,False,0.4919113455935047,Medium,Basic,FinTech,686,8232,monthly,337.4511830771442,4049.4141969257307
A-31ab9a,False,0.2886425392124785,Low,Pro,FinTech,2786,33432,monthly,804.1581142459652,9649.897370951581
A-0158bb,False,0.4034486638005551,Medium,Basic,FinTech,2205,26460,annual,889.604303680224,10675.251644162689
A-f19b24,False,0.1097075558375594,Low,Pro,Cybersecurity,551,6612,monthly,60.44886326649522,725.3863591979427
A-798a3f,True,0.6510602608937577,Medium,Enterprise,DevTools,2587,31044,monthly,1684.292894932151,20211.51473918581
A-42b791,False,0.5451005273456642,Medium,Pro,FinTech,380,4560,monthly,207.13820039135237,2485.6584046962284
A-068fc6,False,0.4933401536115952,Medium,Enterprise,EdTech,6965,83580,monthly,3436.1141699047607,41233.37003885713
A-6f50ae,True,0.7258263240555851,High,Pro,FinTech,3781,45372,monthly,2744.3493312541673,32932.19197505001
A-a2485e,False,0.5928315562538189,Medium,Pro,FinTech,3383,40596,annual,2005.5491548066693,24066.589857680032
A-bb1eaa,False,0.3641631682042033,Medium,Basic,Cybersecurity,1225,14700,annual,446.09988105014907,5353.198572601788
A-cc98bc,False,0.2969659070693066,Low,Basic,DevTools,0,0,monthly,0.0,0.0
A-d77f4c,False,0.3024227080609938,Medium,Pro,DevTools,196,2352,annual,59.27485077995479,711.2982093594575
A-ccabf0,False,0.3580013048376298,Medium,Pro,HealthTech,0,0,annual,0.0,0.0
A-700ade,False,0.1733846841102325,Low,Enterprise,Cybersecurity,950,11400,monthly,164.71544990472088,1976.5853988566505
A-4a4c2d,False,0.459170515022772,Medium,Enterprise,DevTools,2646,31752,monthly,1214.9651827502548,14579.582193003056
A-b7ef83,False,0.3319324950602672,Medium,Pro,Cybersecurity,588,7056,monthly,195.1763070954371,2342.115685145245
A-e08cd3,False,0.6459825302101287,Medium,Pro,FinTech,1273,15276,annual,822.3357609574939,9868.029131489926
A-19b2c8,False,0.4581135825708253,Medium,Pro,DevTools,3980,47760,monthly,1823.2920586318846,21879.504703582617
A-970c97,False,0.6354260375215298,Medium,Enterprise,HealthTech,931,11172,annual,591.5816409325442,7098.979691190531
A-6dee43,False,0.2519241719522089,Low,Basic,FinTech,0,0,annual,0.0,0.0
A-5ed98d,False,0.6688936873551383,Medium,Basic,DevTools,0,0,annual,0.0,0.0
A-c58f49,False,0.5027552635120378,Medium,Enterprise,EdTech,13930,167160,annual,7003.380820722687,84040.56984867224
A-9c18c4,True,0.3104377188439962,Medium,Pro,HealthTech,2189,26268,monthly,679.5481665495076,8154.577998594092
A-cc8c8f,False,0.4475843774124283,Medium,Enterprise,DevTools,0,0,annual,0.0,0.0
A-5f7781,False,0.6821547374916569,Medium,Pro,DevTools,1078,12936,annual,735.3628070160062,8824.353684192074
A-e1b9cd,True,0.723754425237347,High,Pro,DevTools,1960,23520,monthly,1418.5586734652002,17022.7040815824
A-ac85cd,False,0.3825637374546633,Medium,Enterprise,EdTech,4165,49980,annual,1593.3779664986728,19120.53559798407
A-d792a6,False,0.8166642244168141,High,Enterprise,DevTools,12935,155220,annual,10563.55174283149,126762.62091397788
A-ac9111,False,0.4570415617803309,Medium,Pro,HealthTech,4179,50148,monthly,1909.9766866800028,22919.720240160033
A-18793f,False,0.3410161500320567,Medium,Basic,EdTech,0,0,monthly,0.0,0.0
A-9f0b68,False,0.3572949040858295,Medium,Basic,EdTech,0,0,annual,0.0,0.0
A-d3c88e,False,0.6786576844033151,Medium,Pro,DevTools,3184,38208,monthly,2160.8460671401554,25930.152805681864
A-ccb686,False,0.7297557005055831,High,Basic,DevTools,209,2508,annual,152.51894140566688,1830.2272968680024
A-118f1c,False,0.344440270281896,Medium,Pro,Cybersecurity,6368,76416,annual,2193.395641155114,26320.747693861365
A-0e966d,True,0.5371913106466938,Medium,Basic,FinTech,209,2508,annual,112.272983925159,1347.275807101908
A-b9f5b1,False,0.2192906152292469,Low,Pro,Cybersecurity,2985,35820,annual,654.582486459302,7854.989837511624
A-8ae3fc,False,0.4713491007396893,Medium,Pro,DevTools,380,4560,monthly,179.11265828108193,2149.351899372983
