account_id,churn_flag,churn_probability,risk_level,plan_tier,industry,mrr_amount,arr_amount,billing_frequency,expected_mrr_at_risk,expected_arr_at_risk,top_risk_increasing,top_risk_decreasing,top_feature,action_category,suggested_action,urgency
A-484819,False,0.1738697216566604,Low,Pro,HealthTech,3582,42984,monthly,622.8013429741576,7473.616115689891,engagement_trend_ratio (+1.289); industry_HealthTech (+0.358); total_errors (+0.255),tenure_months (-0.956); tenure_days (-0.954); total_usage_count (-0.604),engagement_trend_ratio,Engagement,Proactive check-in — usage has been trending down; offer a refresher demo or usage walkthrough,No action needed
A-425e76,True,0.635663712502294,Medium,Enterprise,DevTools,1791,21492,annual,1138.4737090916085,13661.684509099305,engagement_trend_ratio (+1.200); industry_DevTools (+0.654); country_UK (+0.227),tenure_months (-0.552); tenure_days (-0.551); country_US (-0.312),engagement_trend_ratio,Engagement,Proactive check-in — usage has been trending down; offer a refresher demo or usage walkthrough,Monitor / act within the month
A-e83938,True,0.4568747219208501,Medium,Pro,DevTools,1026,12312,annual,468.7534646907922,5625.041576289506,industry_DevTools (+0.654); total_errors (+0.332); country_UK (+0.227),total_usage_count (-0.878); country_US (-0.312); tenure_months (-0.240),industry_DevTools,Segment-Level,Not an individually actionable behavior — this account's industry segment shows elevated structural risk; consider segment-level strategy (tailored onboarding or pricing for this vertical) rather than one-off outreach,Monitor / act within the month
A-ad296b,False,0.6181062865851744,Medium,Pro,DevTools,1862,22344,annual,1150.9139056215947,13810.966867459138,industry_DevTools (+0.654); total_errors (+0.560); referral_source_event (+0.390),total_usage_count (-0.768); engagement_trend_ratio (-0.623); country_US (-0.312),industry_DevTools,Segment-Level,Not an individually actionable behavior — this account's industry segment shows elevated structural risk; consider segment-level strategy (tailored onboarding or pricing for this vertical) rather than one-off outreach,Monitor / act within the month
A-e51ec7,False,0.1420719567289543,Low,Enterprise,FinTech,1990,23880,monthly,282.7231938906191,3392.678326687429,total_errors (+0.332); country_CA (+0.256); industry_FinTech (+0.185),tenure_months (-0.399); tenure_days (-0.398); country_US (-0.312),total_errors,Support/Technical,Technical support outreach — elevated error activity; proactively offer troubleshooting help,No action needed
A-0aaf6e,False,0.3615454073207141,Medium,Enterprise,FinTech,3582,42984,monthly,1295.055649022798,15540.667788273577,total_usage_count (+0.423); tenure_months (+0.203); tenure_days (+0.202),total_errors (-0.468); engagement_trend_ratio (-0.410); referral_source_organic (-0.222),total_usage_count,Engagement,Usage education — send feature tips or a re-onboarding session to lift day-to-day usage,Monitor / act within the month
A-e61e98,True,0.725443650988591,High,Enterprise,FinTech,6766,81192,annual,4908.351742588807,58900.22091106568,engagement_trend_ratio (+1.294); country_US (+0.200); days_since_last_activity (+0.186),referral_source_partner (-0.195); industry_DevTools (-0.195); clv_proxy (-0.141),engagement_trend_ratio,Engagement,Proactive check-in — usage has been trending down; offer a refresher demo or usage walkthrough,Act this week
A-92a333,False,0.4615984196300628,Medium,Enterprise,FinTech,171,2052,monthly,78.93332975674075,947.1999570808888,engagement_trend_ratio (+1.694); referral_source_event (+0.390); country_US (+0.200),tenure_months (-0.875); tenure_days (-0.874); total_usage_count (-0.495),engagement_trend_ratio,Engagement,Proactive check-in — usage has been trending down; offer a refresher demo or usage walkthrough,Monitor / act within the month
A-95b24a,True,0.3544081547608964,Medium,Pro,FinTech,0,0,annual,0.0,0.0,engagement_trend_ratio (+0.703); total_usage_count (+0.470); referral_source_event (+0.390),tenure_months (-0.683); tenure_days (-0.681); upgrade_flag (-0.348),engagement_trend_ratio,Engagement,Proactive check-in — usage has been trending down; offer a refresher demo or usage walkthrough,Monitor / act within the month
A-42e5e1,True,0.6491304220945333,Medium,Pro,DevTools,490,5880,annual,318.0739068263213,3816.886881915856,industry_DevTools (+0.654); tenure_months (+0.585); tenure_days (+0.584),engagement_trend_ratio (-0.551); total_errors (-0.544); total_usage_count (-0.311),industry_DevTools,Segment-Level,Not an individually actionable behavior — this account's industry segment shows elevated structural risk; consider segment-level strategy (tailored onboarding or pricing for this vertical) rather than one-off outreach,Monitor / act within the month
A-7d514c,False,0.3089872350231682,Medium,Enterprise,HealthTech,3383,40596,monthly,1045.303816083378,12543.645793000536,country_DE (+0.814); industry_HealthTech (+0.358); plan_tier_Pro (+0.067),engagement_trend_ratio (-0.541); country_US (-0.312); referral_source_organic (-0.222),country_DE,Segment-Level,Not an individually actionable behavior — this account's region shows elevated structural risk; consider region-specific support/localization review rather than one-off outreach,Monitor / act within the month
A-65aeb5,False,0.3584427220922342,Medium,Pro,DevTools,171,2052,annual,61.29370547777205,735.5244657332646,industry_DevTools (+0.654); country_US (+0.200); total_usage_count (+0.165),total_errors (-0.506); referral_source_partner (-0.195); engagement_trend_ratio (-0.128),industry_DevTools,Segment-Level,Not an individually actionable behavior — this account's industry segment shows elevated structural risk; consider segment-level strategy (tailored onboarding or pricing for this vertical) rather than one-off outreach,Monitor / act within the month
A-e2cd1b,False,0.6896653218659734,Medium,Enterprise,DevTools,3184,38208,annual,2195.89438482126,26350.732617855112,industry_DevTools (+0.654); total_errors (+0.332); referral_source_other (+0.211),engagement_trend_ratio (-0.180); industry_HealthTech (-0.101); total_usage_count (-0.100),industry_DevTools,Segment-Level,Not an individually actionable behavior — this account's industry segment shows elevated structural risk; consider segment-level strategy (tailored onboarding or pricing for this vertical) rather than one-off outreach,Monitor / act within the month
A-180abf,True,0.6170886253539596,Medium,Pro,DevTools,3136,37632,monthly,1935.1899291100167,23222.27914932021,engagement_trend_ratio (+0.730); industry_DevTools (+0.654); referral_source_event (+0.390),upgrade_flag (-0.348); tenure_months (-0.217); tenure_days (-0.216),engagement_trend_ratio,Engagement,Proactive check-in — usage has been trending down; offer a refresher demo or usage walkthrough,Monitor / act within the month
A-f17767,True,0.9838810102028736,High,Enterprise,DevTools,735,8820,annual,723.1525424991121,8677.830509989344,engagement_trend_ratio (+1.683); total_usage_count (+0.869); industry_DevTools (+0.654),total_errors (-0.430); distinct_features_used (-0.142); feature_breadth_ratio (-0.142),engagement_trend_ratio,Engagement,Proactive check-in — usage has been trending down; offer a refresher demo or usage walkthrough,Act this week
A-5a184f,True,0.9066475272675336,High,Enterprise,DevTools,684,8208,annual,620.1469086509929,7441.762903811916,engagement_trend_ratio (+1.754); country_DE (+0.814); industry_DevTools (+0.654),tenure_months (-0.360); tenure_days (-0.359); country_US (-0.312),engagement_trend_ratio,Engagement,Proactive check-in — usage has been trending down; offer a refresher demo or usage walkthrough,Act this week
A-7df7a7,True,0.7239930117618405,High,Basic,DevTools,5970,71640,annual,4322.238280218187,51866.859362618256,total_usage_count (+1.685); engagement_trend_ratio (+1.480); industry_DevTools (+0.654),total_errors (-0.772); tenure_months (-0.565); tenure_days (-0.564),total_usage_count,Engagement,Usage education — send feature tips or a re-onboarding session to lift day-to-day usage,Act this week
A-1ac5e0,True,0.7819003927110161,High,Basic,DevTools,0,0,monthly,0.0,0.0,industry_DevTools (+0.654); tenure_months (+0.624); tenure_days (+0.623),engagement_trend_ratio (-0.991); total_errors (-0.163); industry_HealthTech (-0.101),industry_DevTools,Segment-Level,Not an individually actionable behavior — this account's industry segment shows elevated structural risk; consider segment-level strategy (tailored onboarding or pricing for this vertical) rather than one-off outreach,Act this week
A-52dd88,False,0.1358820864431142,Low,Pro,Cybersecurity,1470,17640,annual,199.74666707137783,2396.9600048565344,engagement_trend_ratio (+1.203); country_US (+0.200); total_usage_count (+0.099),tenure_months (-0.956); tenure_days (-0.954); days_since_last_activity (-0.288),engagement_trend_ratio,Engagement,Proactive check-in — usage has been trending down; offer a refresher demo or usage walkthrough,No action needed
A-bece89,False,0.4703381108232224,Medium,Pro,Cybersecurity,1862,22344,annual,875.7695623528401,10509.23474823408,engagement_trend_ratio (+0.553); total_errors (+0.522); referral_source_event (+0.390),total_usage_count (-1.230); country_US (-0.312); tenure_months (-0.219),engagement_trend_ratio,Engagement,Proactive check-in — usage has been trending down; offer a refresher demo or usage walkthrough,Monitor / act within the month
A-029f69,False,0.4362478733793232,Medium,Basic,Cybersecurity,646,7752,annual,281.8161262030428,3381.7935144365133,total_usage_count (+1.166); referral_source_event (+0.390); country_CA (+0.256),total_errors (-0.582); engagement_trend_ratio (-0.486); country_US (-0.312),total_usage_count,Engagement,Usage education — send feature tips or a re-onboarding session to lift day-to-day usage,Monitor / act within the month
A-5c046d,False,0.4093740882937868,Medium,Basic,EdTech,18507,222084,annual,7576.286252053113,90915.43502463737,country_FR (+0.616); tenure_months (+0.348); tenure_days (+0.348),engagement_trend_ratio (-0.746); country_US (-0.312); clv_proxy (-0.207),country_FR,Segment-Level,Not an individually actionable behavior — this account's region shows elevated structural risk; consider region-specific support/localization review rather than one-off outreach,Monitor / act within the month
A-fb186e,False,0.2769399712375407,Low,Basic,EdTech,0,0,annual,0.0,0.0,total_errors (+0.750); tenure_months (+0.643); tenure_days (+0.642),total_usage_count (-1.108); engagement_trend_ratio (-1.028); days_since_last_activity (-0.627),total_errors,Support/Technical,Technical support outreach — elevated error activity; proactively offer troubleshooting help,No action needed
A-ae052e,False,0.2060303324236485,Low,Basic,FinTech,0,0,annual,0.0,0.0,total_errors (+0.560); country_CA (+0.256); referral_source_other (+0.211),total_usage_count (-0.745); tenure_months (-0.430); tenure_days (-0.429),total_errors,Support/Technical,Technical support outreach — elevated error activity; proactively offer troubleshooting help,No action needed
A-9f9299,False,0.5598894608041768,Medium,Enterprise,FinTech,1372,16464,annual,768.1683402233306,9218.020082679966,engagement_trend_ratio (+1.600); total_usage_count (+1.326); country_US (+0.200),total_errors (-1.039); tenure_months (-0.454); tenure_days (-0.453),engagement_trend_ratio,Engagement,Proactive check-in — usage has been trending down; offer a refresher demo or usage walkthrough,Monitor / act within the month
A-96e141,False,0.6641510761660568,Medium,Basic,DevTools,4975,59700,monthly,3304.151603926133,39649.81924711359,engagement_trend_ratio (+1.847); industry_DevTools (+0.654); total_errors (+0.293),total_usage_count (-0.565); tenure_months (-0.508); tenure_days (-0.507),engagement_trend_ratio,Engagement,Proactive check-in — usage has been trending down; offer a refresher demo or usage walkthrough,Monitor / act within the month
A-117171,True,0.5809987430203885,Medium,Basic,HealthTech,2205,26460,annual,1281.1022283599566,15373.226740319478,tenure_months (+0.648); tenure_days (+0.647); country_FR (+0.616),total_usage_count (-1.105); engagement_trend_ratio (-0.927); country_US (-0.312),tenure_months,Relationship,Loyalty/retention check-in — tenure-related risk signal; a relationship-focused outreach from account management,Monitor / act within the month
A-313be3,False,0.2167097159903279,Low,Enterprise,EdTech,2303,27636,monthly,499.08247592572513,5988.989711108702,total_usage_count (+0.271); engagement_trend_ratio (+0.207); country_US (+0.200),total_errors (-0.506); tenure_months (-0.261); tenure_days (-0.260),total_usage_count,Engagement,Usage education — send feature tips or a re-onboarding session to lift day-to-day usage,No action needed
A-671f31,False,0.7200818916670142,High,Basic,DevTools,0,0,annual,0.0,0.0,tenure_months (+0.716); tenure_days (+0.714); industry_DevTools (+0.654),total_usage_count (-1.265); engagement_trend_ratio (-0.901); industry_HealthTech (-0.101),tenure_months,Relationship,Loyalty/retention check-in — tenure-related risk signal; a relationship-focused outreach from account management,Act this week
A-bbc346,False,0.4447688259061698,Medium,Enterprise,FinTech,0,0,annual,0.0,0.0,total_usage_count (+0.622); tenure_months (+0.489); tenure_days (+0.488),engagement_trend_ratio (-0.922); total_errors (-0.392); referral_source_partner (-0.195),total_usage_count,Engagement,Usage education — send feature tips or a re-onboarding session to lift day-to-day usage,Monitor / act within the month
A-c16101,False,0.5631188003986335,Medium,Basic,EdTech,343,4116,monthly,193.1497485367313,2317.7969824407755,tenure_months (+0.510); tenure_days (+0.509); country_IN (+0.328),engagement_trend_ratio (-0.687); country_US (-0.312); industry_DevTools (-0.195),tenure_months,Relationship,Loyalty/retention check-in — tenure-related risk signal; a relationship-focused outreach from account management,Monitor / act within the month
A-50f3f7,True,0.4244312281566152,Medium,Basic,HealthTech,6169,74028,annual,2618.316246498159,31419.794957977912,total_usage_count (+0.759); industry_HealthTech (+0.358); days_since_last_activity (+0.200),total_errors (-0.696); referral_source_partner (-0.195); industry_DevTools (-0.195),total_usage_count,Engagement,Usage education — send feature tips or a re-onboarding session to lift day-to-day usage,Monitor / act within the month
A-7da956,False,0.5130663910658183,Medium,Pro,Cybersecurity,2985,35820,monthly,1531.5031773314677,18378.03812797761,referral_source_event (+0.390); tenure_months (+0.260); tenure_days (+0.259),engagement_trend_ratio (-0.458); total_errors (-0.316); industry_DevTools (-0.195),referral_source_event,Segment-Level,Not an individually actionable behavior — this account's acquisition channel shows elevated structural risk; consider reviewing onboarding quality for this channel rather than one-off outreach,Monitor / act within the month
A-019782,False,0.809209500151691,High,Enterprise,DevTools,0,0,annual,0.0,0.0,engagement_trend_ratio (+1.719); industry_DevTools (+0.654); country_FR (+0.616),tenure_months (-0.808); tenure_days (-0.806); country_US (-0.312),engagement_trend_ratio,Engagement,Proactive check-in — usage has been trending down; offer a refresher demo or usage walkthrough,Act this week
A-df10db,False,0.6249074726811108,Medium,Enterprise,DevTools,2388,28656,monthly,1492.2790447624925,17907.348537149912,engagement_trend_ratio (+1.032); total_usage_count (+0.806); industry_DevTools (+0.654),tenure_months (-0.683); tenure_days (-0.681); total_errors (-0.506),engagement_trend_ratio,Engagement,Proactive check-in — usage has been trending down; offer a refresher demo or usage walkthrough,Monitor / act within the month
A-3932db,True,0.6335877540557063,Medium,Pro,HealthTech,0,0,monthly,0.0,0.0,engagement_trend_ratio (+1.412); industry_HealthTech (+0.358); country_CA (+0.256),tenure_months (-0.370); tenure_days (-0.370); country_US (-0.312),engagement_trend_ratio,Engagement,Proactive check-in — usage has been trending down; offer a refresher demo or usage walkthrough,Monitor / act within the month
A-4f18f0,False,0.575708220418359,Medium,Pro,DevTools,456,5472,monthly,262.5229485107717,3150.2753821292604,industry_DevTools (+0.654); country_CA (+0.256); referral_source_other (+0.211),engagement_trend_ratio (-0.606); country_US (-0.312); plan_tier_Pro (-0.104),industry_DevTools,Segment-Level,Not an individually actionable behavior — this account's industry segment shows elevated structural risk; consider segment-level strategy (tailored onboarding or pricing for this vertical) rather than one-off outreach,Monitor / act within the month
A-4c6f11,True,0.4555572858195122,Medium,Pro,FinTech,456,5472,monthly,207.7341223336976,2492.809468004371,total_errors (+0.865); engagement_trend_ratio (+0.276); country_CA (+0.256),total_usage_count (-0.870); country_US (-0.312); referral_source_organic (-0.222),total_errors,Support/Technical,Technical support outreach — elevated error activity; proactively offer troubleshooting help,Monitor / act within the month
A-8ae05d,False,0.496261374840531,Medium,Enterprise,FinTech,0,0,monthly,0.0,0.0,total_errors (+0.636); country_IN (+0.328); referral_source_other (+0.211),total_usage_count (-1.124); country_US (-0.312); industry_DevTools (-0.195),total_errors,Support/Technical,Technical support outreach — elevated error activity; proactively offer troubleshooting help,Monitor / act within the month
A-b78bf8,False,0.8070528427598164,High,Pro,DevTools,1617,19404,monthly,1305.004446742623,15660.053360911475,tenure_months (+0.692); tenure_days (+0.691); industry_DevTools (+0.654),engagement_trend_ratio (-1.028); total_usage_count (-0.272); plan_tier_Pro (-0.104),tenure_months,Relationship,Loyalty/retention check-in — tenure-related risk signal; a relationship-focused outreach from account management,Act this week
A-eafc6e,True,0.1609724711118682,Low,Pro,DevTools,0,0,monthly,0.0,0.0,industry_DevTools (+0.654); total_errors (+0.446); country_US (+0.200),total_usage_count (-0.745); tenure_months (-0.555); tenure_days (-0.554),industry_DevTools,Segment-Level,Not an individually actionable behavior — this account's industry segment shows elevated structural risk; consider segment-level strategy (tailored onboarding or pricing for this vertical) rather than one-off outreach,No action needed
A-37f969,False,0.2181851796803411,Low,Enterprise,HealthTech,5970,71640,annual,1302.5655226916365,15630.786272299636,total_errors (+0.484); industry_HealthTech (+0.358); country_IN (+0.328),total_usage_count (-0.698); upgrade_flag (-0.348); tenure_months (-0.344),total_errors,Support/Technical,Technical support outreach — elevated error activity; proactively offer troubleshooting help,No action needed
A-10b8f2,False,0.6862398688303052,Medium,Basic,HealthTech,2352,28224,annual,1614.0361714888777,19368.43405786653,engagement_trend_ratio (+2.327); country_DE (+0.814); industry_HealthTech (+0.358),tenure_months (-1.063); tenure_days (-1.061); country_US (-0.312),engagement_trend_ratio,Engagement,Proactive check-in — usage has been trending down; offer a refresher demo or usage walkthrough,Monitor / act within the month
A-439b2f,True,0.5001423654085948,Medium,Enterprise,DevTools,1274,15288,monthly,637.1813735305498,7646.176482366597,total_errors (+0.826); industry_DevTools (+0.654); days_since_last_activity (+0.213),total_usage_count (-1.249); engagement_trend_ratio (-0.434); upgrade_flag (-0.348),total_errors,Support/Technical,Technical support outreach — elevated error activity; proactively offer troubleshooting help,Monitor / act within the month
A-544d0a,False,0.6481450201400972,Medium,Basic,DevTools,398,4776,annual,257.9617180157587,3095.540616189104,industry_DevTools (+0.654); country_US (+0.200); total_errors (+0.179),upgrade_flag (-0.348); engagement_trend_ratio (-0.229); referral_source_organic (-0.222),industry_DevTools,Segment-Level,Not an individually actionable behavior — this account's industry segment shows elevated structural risk; consider segment-level strategy (tailored onboarding or pricing for this vertical) rather than one-off outreach,Monitor / act within the month
A-ba6516,False,0.4579096108246303,Medium,Pro,FinTech,5373,64476,annual,2460.3483389607386,29524.18006752886,total_usage_count (+0.591); engagement_trend_ratio (+0.426); country_US (+0.200),tenure_months (-0.305); tenure_days (-0.305); total_errors (-0.201),total_usage_count,Engagement,Usage education — send feature tips or a re-onboarding session to lift day-to-day usage,Monitor / act within the month
A-712426,False,0.7775759776224741,High,Enterprise,HealthTech,0,0,annual,0.0,0.0,total_usage_count (+0.802); tenure_months (+0.679); tenure_days (+0.678),engagement_trend_ratio (-0.977); industry_DevTools (-0.195); total_errors (-0.163),total_usage_count,Engagement,Usage education — send feature tips or a re-onboarding session to lift day-to-day usage,Act this week
A-038089,True,0.4507830356960849,Medium,Pro,DevTools,95,1140,annual,42.82438839112807,513.8926606935368,industry_DevTools (+0.654); country_FR (+0.616); total_errors (+0.446),total_usage_count (-1.097); country_US (-0.312); engagement_trend_ratio (-0.301),industry_DevTools,Segment-Level,Not an individually actionable behavior — this account's industry segment shows elevated structural risk; consider segment-level strategy (tailored onboarding or pricing for this vertical) rather than one-off outreach,Monitor / act within the month
A-afa505,False,0.4541291827609845,Medium,Basic,DevTools,13930,167160,monthly,6326.019515860515,75912.23419032617,industry_DevTools (+0.654); days_since_last_activity (+0.227); country_US (+0.200),clv_proxy (-0.356); upgrade_flag (-0.348); referral_source_partner (-0.195),industry_DevTools,Segment-Level,Not an individually actionable behavior — this account's industry segment shows elevated structural risk; consider segment-level strategy (tailored onboarding or pricing for this vertical) rather than one-off outreach,Monitor / act within the month
A-d5a319,True,0.2438466852437082,Low,Enterprise,FinTech,2985,35820,annual,727.882355452469,8734.588265429627,engagement_trend_ratio (+0.626); total_usage_count (+0.443); referral_source_other (+0.211),tenure_months (-0.769); tenure_days (-0.767); total_errors (-0.620),engagement_trend_ratio,Engagement,Proactive check-in — usage has been trending down; offer a refresher demo or usage walkthrough,No action needed
A-f97b9a,False,0.5178211138591454,Medium,Pro,FinTech,784,9408,annual,405.97175326557,4871.66103918684,engagement_trend_ratio (+0.806); referral_source_event (+0.390); total_usage_count (+0.275),tenure_months (-0.597); tenure_days (-0.596); total_errors (-0.239),engagement_trend_ratio,Engagement,Proactive check-in — usage has been trending down; offer a refresher demo or usage walkthrough,Monitor / act within the month
A-2f6a32,False,0.4291885913782202,Medium,Basic,HealthTech,361,4332,annual,154.93708148753748,1859.24497785045,total_usage_count (+0.638); tenure_months (+0.481); tenure_days (+0.480),engagement_trend_ratio (-0.793); total_errors (-0.734); referral_source_organic (-0.222),total_usage_count,Engagement,Usage education — send feature tips or a re-onboarding session to lift day-to-day usage,Monitor / act within the month
A-856b1e,False,0.4101914840773356,Medium,Basic,FinTech,0,0,monthly,0.0,0.0,engagement_trend_ratio (+1.209); country_US (+0.200); industry_FinTech (+0.185),total_usage_count (-1.019); tenure_months (-0.300); tenure_days (-0.299),engagement_trend_ratio,Engagement,Proactive check-in — usage has been trending down; offer a refresher demo or usage walkthrough,Monitor / act within the month
A-17939a,False,0.4608706678550052,Medium,Basic,HealthTech,266,3192,annual,122.59159764943138,1471.0991717931763,support_tickets_per_month (+1.255); tenure_months (+0.799); tenure_days (+0.797),engagement_trend_ratio (-1.028); usage_rate_per_day (-0.998); total_errors (-0.620),support_tickets_per_month,Support/Technical,Support review — frequent support contact relative to tenure; escalate for a resolution review,Monitor / act within the month
A-d27f50,False,0.3419620954059146,Medium,Enterprise,Cybersecurity,836,10032,annual,285.8803117593446,3430.563741112135,tenure_months (+0.385); tenure_days (+0.384); country_UK (+0.227),engagement_trend_ratio (-0.637); country_US (-0.312); industry_DevTools (-0.195),tenure_months,Relationship,Loyalty/retention check-in — tenure-related risk signal; a relationship-focused outreach from account management,Monitor / act within the month
A-e36807,False,0.3439096280840396,Medium,Pro,EdTech,1791,21492,monthly,615.9421438985149,7391.305726782179,tenure_months (+0.218); tenure_days (+0.218); days_since_last_activity (+0.213),country_US (-0.312); engagement_trend_ratio (-0.241); industry_DevTools (-0.195),tenure_months,Relationship,Loyalty/retention check-in — tenure-related risk signal; a relationship-focused outreach from account management,Monitor / act within the month
A-ff79f2,True,0.5876073928651021,Medium,Basic,DevTools,3781,45372,annual,2221.743552422951,26660.92262907541,industry_DevTools (+0.654); total_errors (+0.560); country_US (+0.200),engagement_trend_ratio (-0.463); total_usage_count (-0.382); days_since_last_activity (-0.288),industry_DevTools,Segment-Level,Not an individually actionable behavior — this account's industry segment shows elevated structural risk; consider segment-level strategy (tailored onboarding or pricing for this vertical) rather than one-off outreach,Monitor / act within the month
A-5b1bcd,False,0.3451256945385441,Medium,Pro,DevTools,3577,42924,annual,1234.5146093643723,14814.175312372468,total_usage_count (+1.478); industry_DevTools (+0.654); engagement_trend_ratio (+0.406),total_errors (-1.039); tenure_months (-0.417); tenure_days (-0.416),total_usage_count,Engagement,Usage education — send feature tips or a re-onboarding session to lift day-to-day usage,Monitor / act within the month
A-71615e,False,0.3176585865980012,Medium,Basic,EdTech,735,8820,annual,233.4790611495309,2801.7487337943708,total_usage_count (+0.505); tenure_months (+0.221); tenure_days (+0.220),total_errors (-0.544); engagement_trend_ratio (-0.359); referral_source_organic (-0.222),total_usage_count,Engagement,Usage education — send feature tips or a re-onboarding session to lift day-to-day usage,Monitor / act within the month
A-794a0b,False,0.7829458673008788,High,Basic,HealthTech,6169,74028,monthly,4829.993055379121,57959.916664549455,engagement_trend_ratio (+3.221); country_DE (+0.814); industry_HealthTech (+0.358),tenure_months (-0.693); tenure_days (-0.692); total_usage_count (-0.561),engagement_trend_ratio,Engagement,Proactive check-in — usage has been trending down; offer a refresher demo or usage walkthrough,Act this week
A-86902e,False,0.4134470812804451,Medium,Enterprise,HealthTech,6766,81192,annual,2797.382951943492,33568.5954233219,engagement_trend_ratio (+1.223); total_usage_count (+0.536); industry_HealthTech (+0.358),tenure_months (-0.774); tenure_days (-0.772); total_errors (-0.354),engagement_trend_ratio,Engagement,Proactive check-in — usage has been trending down; offer a refresher demo or usage walkthrough,Monitor / act within the month
A-0532a9,False,0.5838822100098985,Medium,Pro,FinTech,931,11172,annual,543.5943375192155,6523.132050230586,tenure_months (+0.559); tenure_days (+0.558); referral_source_event (+0.390),engagement_trend_ratio (-0.792); upgrade_flag (-0.348); country_US (-0.312),tenure_months,Relationship,Loyalty/retention check-in — tenure-related risk signal; a relationship-focused outreach from account management,Monitor / act within the month
A-9779ad,True,0.5509537634286109,Medium,Pro,Cybersecurity,7960,95520,monthly,4385.591956891743,52627.10348270091,tenure_months (+0.460); tenure_days (+0.460); referral_source_event (+0.390),country_US (-0.312); total_usage_count (-0.304); engagement_trend_ratio (-0.297),tenure_months,Relationship,Loyalty/retention check-in — tenure-related risk signal; a relationship-focused outreach from account management,Monitor / act within the month
A-f45426,False,0.4782633325471794,Medium,Basic,HealthTech,441,5292,monthly,210.9141296533061,2530.9695558396734,total_usage_count (+0.521); tenure_months (+0.427); tenure_days (+0.426),total_errors (-0.849); engagement_trend_ratio (-0.460); referral_source_organic (-0.222),total_usage_count,Engagement,Usage education — send feature tips or a re-onboarding session to lift day-to-day usage,Monitor / act within the month
A-c1e51e,False,0.4572123560606435,Medium,Basic,FinTech,779,9348,annual,356.16842537124126,4274.021104454895,tenure_months (+0.578); tenure_days (+0.577); country_US (+0.200),engagement_trend_ratio (-0.893); total_errors (-0.354); referral_source_organic (-0.222),tenure_months,Relationship,Loyalty/retention check-in — tenure-related risk signal; a relationship-focused outreach from account management,Monitor / act within the month
A-fa3095,False,0.2857134744775767,Low,Basic,FinTech,1330,15960,annual,379.99892105517705,4559.987052662124,engagement_trend_ratio (+0.492); total_usage_count (+0.427); country_US (+0.200),total_errors (-0.582); tenure_months (-0.451); tenure_days (-0.450),engagement_trend_ratio,Engagement,Proactive check-in — usage has been trending down; offer a refresher demo or usage walkthrough,No action needed
A-ad64c6,False,0.3281392139233596,Medium,Pro,DevTools,5572,66864,annual,1828.39169998096,21940.700399771515,industry_DevTools (+0.654); referral_source_event (+0.390); total_errors (+0.332),total_usage_count (-1.077); engagement_trend_ratio (-0.575); days_since_last_activity (-0.438),industry_DevTools,Segment-Level,Not an individually actionable behavior — this account's industry segment shows elevated structural risk; consider segment-level strategy (tailored onboarding or pricing for this vertical) rather than one-off outreach,Monitor / act within the month
A-39b19f,False,0.0548146349335557,Low,Enterprise,FinTech,247,2964,monthly,13.539214828588255,162.47057794305908,engagement_trend_ratio (+0.692); country_US (+0.200); industry_FinTech (+0.185),tenure_months (-1.003); tenure_days (-1.001); days_since_last_activity (-0.817),engagement_trend_ratio,Engagement,Proactive check-in — usage has been trending down; offer a refresher demo or usage walkthrough,No action needed
A-56962b,False,0.1443473025449077,Low,Enterprise,EdTech,32437,389244,monthly,4682.193452649171,56186.32143179006,arr_amount (+0.377); mrr_amount (+0.377); country_UK (+0.227),total_usage_count (-0.858); clv_proxy (-0.633); seats (-0.363),arr_amount,Commercial,Pricing/value conversation — revenue-linked risk signal; review plan fit and discuss value delivered,No action needed
A-e60f9d,False,0.4776099597143728,Medium,Basic,FinTech,722,8664,annual,344.8343909137772,4138.012690965326,total_usage_count (+0.540); tenure_months (+0.481); tenure_days (+0.480),engagement_trend_ratio (-0.967); days_since_last_activity (-0.614); industry_DevTools (-0.195),total_usage_count,Engagement,Usage education — send feature tips or a re-onboarding session to lift day-to-day usage,Monitor / act within the month
A-88c6ca,True,0.7524513931919122,High,Basic,FinTech,1127,13524,annual,848.0127201272851,10176.15264152742,country_DE (+0.814); tenure_months (+0.638); tenure_days (+0.636),engagement_trend_ratio (-0.765); country_US (-0.312); industry_DevTools (-0.195),country_DE,Segment-Level,Not an individually actionable behavior — this account's region shows elevated structural risk; consider region-specific support/localization review rather than one-off outreach,Act this week
A-158f4e,False,0.0757657737314132,Low,Enterprise,FinTech,12139,145668,monthly,919.7207273256248,11036.6487279075,engagement_trend_ratio (+0.499); country_IN (+0.328); referral_source_other (+0.211),tenure_months (-0.930); tenure_days (-0.928); clv_proxy (-0.593),engagement_trend_ratio,Engagement,Proactive check-in — usage has been trending down; offer a refresher demo or usage walkthrough,No action needed
A-5b051a,False,0.6003015767650527,Medium,Enterprise,Cybersecurity,1078,12936,monthly,647.1250997527268,7765.501197032721,tenure_months (+0.427); tenure_days (+0.426); referral_source_event (+0.390),total_usage_count (-1.249); industry_DevTools (-0.195); industry_HealthTech (-0.101),tenure_months,Relationship,Loyalty/retention check-in — tenure-related risk signal; a relationship-focused outreach from account management,Monitor / act within the month
